x1,date,monitors,transect_name,vp_axis,site,transect_length,num_quad,transect_distance,transect_side,vp_zone,quadrat_notes,percent_cover,psoc,cover_category,habitat,year
28522,2021-08-09,"Hayden, Carlo",FSP-01,NA,ncos,42,15,30,Left,NA,NA,3,Salicornia_pacifica,NATIVE COVER,Seasonal Freshwater Pond,2021
1636,2021-08-09,"Hayden, Carlo",FSP-01,NA,ncos,42,15,33,Right,NA,NA,99,Bare Ground,BARE GROUND,Seasonal Freshwater Pond,2021
79709,2021-08-09,"Hayden, Carlo",FSP-01,NA,ncos,42,15,33,Right,NA,NA,1,Natural Thatch,THATCH,Seasonal Freshwater Pond,2021
1637,2021-08-09,"Hayden, Carlo",FSP-01,NA,ncos,42,15,36,Left,NA,NA,70,Bare Ground,BARE GROUND,Seasonal Freshwater Pond,2021
79710,2021-08-09,"Hayden, Carlo",FSP-01,NA,ncos,42,15,36,Left,NA,NA,0,Natural Thatch,THATCH,Seasonal Freshwater Pond,2021
43707,2021-08-09,"Hayden, Carlo",FSP-01,NA,ncos,42,15,36,Left,NA,NA,32,Salicornia_pacifica,NATIVE COVER,Seasonal Freshwater Pond,2021
1638,2021-08-09,"Hayden, Carlo",FSP-01,NA,ncos,42,15,39,Right,NA,NA,72,Bare Ground,BARE GROUND,Seasonal Freshwater Pond,2021
79711,2021-08-09,"Hayden, Carlo",FSP-01,NA,ncos,42,15,39,Right,NA,NA,1,Natural Thatch,THATCH,Seasonal Freshwater Pond,2021
38796,2021-08-09,"Hayden, Carlo",FSP-01,NA,ncos,42,15,39,Right,NA,NA,27,Salicornia_pacifica,NATIVE COVER,Seasonal Freshwater Pond,2021
1639,2021-08-09,"Hayden, Carlo",FSP-01,NA,ncos,42,15,42,Left,NA,NA,25,Bare Ground,BARE GROUND,Seasonal Freshwater Pond,2021
79712,2021-08-09,"Hayden, Carlo",FSP-01,NA,ncos,42,15,42,Left,NA,NA,2,Natural Thatch,THATCH,Seasonal Freshwater Pond,2021
25271,2021-08-09,"Hayden, Carlo",FSP-01,NA,ncos,42,15,42,Left,NA,NA,74,Salicornia_pacifica,NATIVE COVER,Seasonal Freshwater Pond,2021
930,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,0,Left,NA,NA,50,Bare Ground,BARE GROUND,Perennial Grassland,2021
69243,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,0,Left,NA,NA,1,Bromus_hordeaceus,NON-NATIVE COVER,Perennial Grassland,2021
35781,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,0,Left,NA,NA,1,Epilobium_brachycarpum,NATIVE COVER,Perennial Grassland,2021
35780,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,0,Left,NA,NA,2,Erigeron_canadensis,NATIVE COVER,Perennial Grassland,2021
69242,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,0,Left,NA,NA,5,Festuca_perennis,NON-NATIVE COVER,Perennial Grassland,2021
69241,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,0,Left,NA,NA,4,Helminthotheca_echioides,NON-NATIVE COVER,Perennial Grassland,2021
35779,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,0,Left,NA,NA,15,Heterotheca_grandiflora,NATIVE COVER,Perennial Grassland,2021
69240,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,0,Left,NA,NA,7,Medicago_polymorpha,NON-NATIVE COVER,Perennial Grassland,2021
79003,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,0,Left,NA,NA,3,Natural Thatch,THATCH,Perennial Grassland,2021
35778,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,0,Left,NA,NA,13,Stipa_pulchra,NATIVE COVER,Perennial Grassland,2021
35782,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,0,Left,NA,NA,1,Symphyotrichum_subulatum,NATIVE COVER,Perennial Grassland,2021
38814,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,3,Right,NA,NA,4,Baccharis_pilularis,NATIVE COVER,Perennial Grassland,2021
931,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,3,Right,NA,NA,50,Bare Ground,BARE GROUND,Perennial Grassland,2021
72377,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,3,Right,NA,NA,4,Bromus_hordeaceus,NON-NATIVE COVER,Perennial Grassland,2021
38816,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,3,Right,NA,NA,4,Erigeron_canadensis,NATIVE COVER,Perennial Grassland,2021
72378,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,3,Right,NA,NA,2,Festuca_perennis,NON-NATIVE COVER,Perennial Grassland,2021
72380,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,3,Right,NA,NA,2,Helminthotheca_echioides,NON-NATIVE COVER,Perennial Grassland,2021
38815,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,3,Right,NA,NA,1,Heterotheca_grandiflora,NATIVE COVER,Perennial Grassland,2021
72376,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,3,Right,NA,NA,4,Malva_parviflora,NON-NATIVE COVER,Perennial Grassland,2021
79004,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,3,Right,NA,NA,18,Natural Thatch,THATCH,Perennial Grassland,2021
72379,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,3,Right,NA,NA,1,Polypogon_monspeliensis,NON-NATIVE COVER,Perennial Grassland,2021
72381,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,3,Right,NA,NA,1,Sonchus_oleraceus,NON-NATIVE COVER,Perennial Grassland,2021
38813,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,3,Right,NA,NA,11,Stipa_pulchra,NATIVE COVER,Perennial Grassland,2021
38817,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,3,Right,NA,NA,2,Symphyotrichum_subulatum,NATIVE COVER,Perennial Grassland,2021
932,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,6,Left,NA,NA,20,Bare Ground,BARE GROUND,Perennial Grassland,2021
71967,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,6,Left,NA,NA,2,Brachypodium_distachyon,NON-NATIVE COVER,Perennial Grassland,2021
38420,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,6,Left,NA,NA,6,Erigeron_canadensis,NATIVE COVER,Perennial Grassland,2021
71966,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,6,Left,NA,NA,12,Festuca_perennis,NON-NATIVE COVER,Perennial Grassland,2021
38421,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,6,Left,NA,NA,13,Heterotheca_grandiflora,NATIVE COVER,Perennial Grassland,2021
79005,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,6,Left,NA,NA,16,Natural Thatch,THATCH,Perennial Grassland,2021
38419,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,6,Left,NA,NA,48,Stipa_pulchra,NATIVE COVER,Perennial Grassland,2021
34987,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,9,Right,NA,NA,1,Baccharis_pilularis,NATIVE COVER,Perennial Grassland,2021
933,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,9,Right,NA,NA,59,Bare Ground,BARE GROUND,Perennial Grassland,2021
68481,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,9,Right,NA,NA,1,Brachypodium_distachyon,NON-NATIVE COVER,Perennial Grassland,2021
34985,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,9,Right,NA,NA,2,Epilobium_brachycarpum,NATIVE COVER,Perennial Grassland,2021
34986,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,9,Right,NA,NA,1,Erigeron_canadensis,NATIVE COVER,Perennial Grassland,2021
68477,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,9,Right,NA,NA,1,Festuca_perennis,NON-NATIVE COVER,Perennial Grassland,2021
68479,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,9,Right,NA,NA,1,Helminthotheca_echioides,NON-NATIVE COVER,Perennial Grassland,2021
68478,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,9,Right,NA,NA,2,Medicago_lupulina,NON-NATIVE COVER,Perennial Grassland,2021
68476,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,9,Right,NA,NA,10,Medicago_polymorpha,NON-NATIVE COVER,Perennial Grassland,2021
79006,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,9,Right,NA,NA,12,Natural Thatch,THATCH,Perennial Grassland,2021
68482,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,9,Right,NA,NA,1,Pseudognaphalium_luteoalbum,NON-NATIVE COVER,Perennial Grassland,2021
68480,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,9,Right,NA,NA,1,Sonchus_oleraceus,NON-NATIVE COVER,Perennial Grassland,2021
34984,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,9,Right,NA,NA,8,Stipa_pulchra,NATIVE COVER,Perennial Grassland,2021
97021,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,9,Right,NA,NA,2,unlisted,OTHER COVER,Perennial Grassland,2021
14898,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,12,Left,NA,NA,6,Baccharis_pilularis,NATIVE COVER,Perennial Grassland,2021
934,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,12,Left,NA,NA,45,Bare Ground,BARE GROUND,Perennial Grassland,2021
14900,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,12,Left,NA,NA,2,Epilobium_brachycarpum,NATIVE COVER,Perennial Grassland,2021
14901,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,12,Left,NA,NA,8,Erigeron_canadensis,NATIVE COVER,Perennial Grassland,2021
48257,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,12,Left,NA,NA,1,Festuca_perennis,NON-NATIVE COVER,Perennial Grassland,2021
48258,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,12,Left,NA,NA,4,Helminthotheca_echioides,NON-NATIVE COVER,Perennial Grassland,2021
14899,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,12,Left,NA,NA,10,Heterotheca_grandiflora,NATIVE COVER,Perennial Grassland,2021
48259,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,12,Left,NA,NA,5,Melilotus_indicus,NON-NATIVE COVER,Perennial Grassland,2021
79007,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,12,Left,NA,NA,19,Natural Thatch,THATCH,Perennial Grassland,2021
48260,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,12,Left,NA,NA,1,Sonchus_oleraceus,NON-NATIVE COVER,Perennial Grassland,2021
14897,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,12,Left,NA,NA,19,Stipa_pulchra,NATIVE COVER,Perennial Grassland,2021
935,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,15,Right,NA,NA,38,Bare Ground,BARE GROUND,Perennial Grassland,2021
52239,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,15,Right,NA,NA,1,Brachypodium_distachyon,NON-NATIVE COVER,Perennial Grassland,2021
18896,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,15,Right,NA,NA,1,Epilobium_brachycarpum,NATIVE COVER,Perennial Grassland,2021
18897,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,15,Right,NA,NA,1,Erigeron_canadensis,NATIVE COVER,Perennial Grassland,2021
52238,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,15,Right,NA,NA,1,Festuca_myuros,NON-NATIVE COVER,Perennial Grassland,2021
52237,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,15,Right,NA,NA,1,Helminthotheca_echioides,NON-NATIVE COVER,Perennial Grassland,2021
18895,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,15,Right,NA,NA,3,Heterotheca_grandiflora,NATIVE COVER,Perennial Grassland,2021
52235,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,15,Right,NA,NA,14,Medicago_polymorpha,NON-NATIVE COVER,Perennial Grassland,2021
79008,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,15,Right,NA,NA,15,Natural Thatch,THATCH,Perennial Grassland,2021
52236,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,15,Right,NA,NA,1,Sonchus_oleraceus,NON-NATIVE COVER,Perennial Grassland,2021
18894,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,15,Right,NA,NA,32,Stipa_pulchra,NATIVE COVER,Perennial Grassland,2021
936,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,18,Left,NA,NA,52,Bare Ground,BARE GROUND,Perennial Grassland,2021
26341,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,18,Left,NA,NA,1,Epilobium_brachycarpum,NATIVE COVER,Perennial Grassland,2021
26339,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,18,Left,NA,NA,15,Erigeron_canadensis,NATIVE COVER,Perennial Grassland,2021
59870,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,18,Left,NA,NA,2,Festuca_myuros,NON-NATIVE COVER,Perennial Grassland,2021
26340,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,18,Left,NA,NA,13,Heterotheca_grandiflora,NATIVE COVER,Perennial Grassland,2021
26342,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,18,Left,NA,NA,1,Juncus_bufonius,NATIVE COVER,Perennial Grassland,2021
79009,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,18,Left,NA,NA,5,Natural Thatch,THATCH,Perennial Grassland,2021
59871,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,18,Left,NA,NA,1,Spergularia_sp,NON-NATIVE COVER,Perennial Grassland,2021
26338,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,18,Left,NA,NA,10,Stipa_pulchra,NATIVE COVER,Perennial Grassland,2021
63836,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,21,Right,NA,NA,1,Avena_barbata,NON-NATIVE COVER,Perennial Grassland,2021
937,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,21,Right,NA,NA,36,Bare Ground,BARE GROUND,Perennial Grassland,2021
30224,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,21,Right,NA,NA,5,Erigeron_canadensis,NATIVE COVER,Perennial Grassland,2021
63835,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,21,Right,NA,NA,34,Festuca_myuros,NON-NATIVE COVER,Perennial Grassland,2021
30225,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,21,Right,NA,NA,7,Heterotheca_grandiflora,NATIVE COVER,Perennial Grassland,2021
63834,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,21,Right,NA,NA,12,Hordeum_marinum,NON-NATIVE COVER,Perennial Grassland,2021
63837,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,21,Right,NA,NA,1,Logfia_gallica,NON-NATIVE COVER,Perennial Grassland,2021
79010,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,21,Right,NA,NA,5,Natural Thatch,THATCH,Perennial Grassland,2021
63838,2021-06-09,"Steven O., Ethan A.",GL-02,NA,ncos,30,11,21,Right,NA,NA,1,Sonchus_sp,NON-NATIVE COVER,Perennial Grassland,2021
62851,2021-06-10,"Johnny A, Hayden H",GL-02,NA,ncos,30,11,24,Left,NA,NA,2,Avena_fatua,NON-NATIVE COVER,Perennial Grassland,2021
938,2021-06-10,"Johnny A, Hayden H",GL-02,NA,ncos,30,11,24,Left,NA,NA,25,Bare Ground,BARE GROUND,Perennial Grassland,2021
62854,2021-06-10,"Johnny A, Hayden H",GL-02,NA,ncos,30,11,24,Left,NA,NA,1,Brachypodium_distachyon,NON-NATIVE COVER,Perennial Grassland,2021
62860,2021-06-10,"Johnny A, Hayden H",GL-02,NA,ncos,30,11,24,Left,NA,NA,1,Bromus_hordeaceus,NON-NATIVE COVER,Perennial Grassland,2021
29379,2021-06-10,"Johnny A, Hayden H",GL-02,NA,ncos,30,11,24,Left,NA,NA,1,Epilobium_brachycarpum,NATIVE COVER,Perennial Grassland,2021
29376,2021-06-10,"Johnny A, Hayden H",GL-02,NA,ncos,30,11,24,Left,NA,NA,16,Erigeron_canadensis,NATIVE COVER,Perennial Grassland,2021
62848,2021-06-10,"Johnny A, Hayden H",GL-02,NA,ncos,30,11,24,Left,NA,NA,5,Festuca_myuros,NON-NATIVE COVER,Perennial Grassland,2021
62853,2021-06-10,"Johnny A, Hayden H",GL-02,NA,ncos,30,11,24,Left,NA,NA,2,Festuca_perennis,NON-NATIVE COVER,Perennial Grassland,2021
29378,2021-06-10,"Johnny A, Hayden H",GL-02,NA,ncos,30,11,24,Left,NA,NA,3,Heterotheca_grandiflora,NATIVE COVER,Perennial Grassland,2021
62850,2021-06-10,"Johnny A, Hayden H",GL-02,NA,ncos,30,11,24,Left,NA,NA,2,Hordeum_marinum,NON-NATIVE COVER,Perennial Grassland,2021
62846,2021-06-10,"Johnny A, Hayden H",GL-02,NA,ncos,30,11,24,Left,NA,NA,1,Logfia_gallica,NON-NATIVE COVER,Perennial Grassland,2021
62858,2021-06-10,"Johnny A, Hayden H",GL-02,NA,ncos,30,11,24,Left,NA,NA,1,Lysimachia_arvensis,NON-NATIVE COVER,Perennial Grassland,2021
62849,2021-06-10,"Johnny A, Hayden H",GL-02,NA,ncos,30,11,24,Left,NA,NA,5,Medicago_polymorpha,NON-NATIVE COVER,Perennial Grassland,2021
62852,2021-06-10,"Johnny A, Hayden H",GL-02,NA,ncos,30,11,24,Left,NA,NA,5,Melilotus_indicus,NON-NATIVE COVER,Perennial Grassland,2021
79011,2021-06-10,"Johnny A, Hayden H",GL-02,NA,ncos,30,11,24,Left,NA,NA,17,Natural Thatch,THATCH,Perennial Grassland,2021
62859,2021-06-10,"Johnny A, Hayden H",GL-02,NA,ncos,30,11,24,Left,NA,NA,2,Parapholis_incurva,NON-NATIVE COVER,Perennial Grassland,2021
62856,2021-06-10,"Johnny A, Hayden H",GL-02,NA,ncos,30,11,24,Left,NA,NA,1,Plantago_coronopus,NON-NATIVE COVER,Perennial Grassland,2021
62855,2021-06-10,"Johnny A, Hayden H",GL-02,NA,ncos,30,11,24,Left,NA,NA,1,Polypogon_monspeliensis,NON-NATIVE COVER,Perennial Grassland,2021
62857,2021-06-10,"Johnny A, Hayden H",GL-02,NA,ncos,30,11,24,Left,NA,NA,2,Sonchus_sp,NON-NATIVE COVER,Perennial Grassland,2021
29375,2021-06-10,"Johnny A, Hayden H",GL-02,NA,ncos,30,11,24,Left,NA,NA,13,Stipa_pulchra,NATIVE COVER,Perennial Grassland,2021
29377,2021-06-10,"Johnny A, Hayden H",GL-02,NA,ncos,30,11,24,Left,NA,NA,1,Symphyotrichum_subulatum,NATIVE COVER,Perennial Grassland,2021
62847,2021-06-10,"Johnny A, Hayden H",GL-02,NA,ncos,30,11,24,Left,NA,NA,1,Trifolium_hirtum,NON-NATIVE COVER,Perennial Grassland,2021
47189,2021-06-10,"Johnny A, Hayden H",GL-02,NA,ncos,30,11,27,Right,NA,NA,1,Avena_barbata,NON-NATIVE COVER,Perennial Grassland,2021
939,2021-06-10,"Johnny A, Hayden H",GL-02,NA,ncos,30,11,27,Right,NA,NA,35,Bare Ground,BARE GROUND,Perennial Grassland,2021
47191,2021-06-10,"Johnny A, Hayden H",GL-02,NA,ncos,30,11,27,Right,NA,NA,1,Brachypodium_distachyon,NON-NATIVE COVER,Perennial Grassland,2021
47188,2021-06-10,"Johnny A, Hayden H",GL-02,NA,ncos,30,11,27,Right,NA,NA,2,Bromus_hordeaceus,NON-NATIVE COVER,Perennial Grassland,2021
13770,2021-06-10,"Johnny A, Hayden H",GL-02,NA,ncos,30,11,27,Right,NA,NA,1,Epilobium_brachycarpum,NATIVE COVER,Perennial Grassland,2021
13769,2021-06-10,"Johnny A, Hayden H",GL-02,NA,ncos,30,11,27,Right,NA,NA,2,Erigeron_canadensis,NATIVE COVER,Perennial Grassland,2021
13771,2021-06-10,"Johnny A, Hayden H",GL-02,NA,ncos,30,11,27,Right,NA,NA,1,Heterotheca_grandiflora,NATIVE COVER,Perennial Grassland,2021
47192,2021-06-10,"Johnny A, Hayden H",GL-02,NA,ncos,30,11,27,Right,NA,NA,1,Logfia_gallica,NON-NATIVE COVER,Perennial Grassland,2021
47187,2021-06-10,"Johnny A, Hayden H",GL-02,NA,ncos,30,11,27,Right,NA,NA,21,Melilotus_indicus,NON-NATIVE COVER,Perennial Grassland,2021
79012,2021-06-10,"Johnny A, Hayden H",GL-02,NA,ncos,30,11,27,Right,NA,NA,12,Natural Thatch,THATCH,Perennial Grassland,2021
47190,2021-06-10,"Johnny A, Hayden H",GL-02,NA,ncos,30,11,27,Right,NA,NA,1,Sonchus_sp,NON-NATIVE COVER,Perennial Grassland,2021
13767,2021-06-10,"Johnny A, Hayden H",GL-02,NA,ncos,30,11,27,Right,NA,NA,20,Stipa_pulchra,NATIVE COVER,Perennial Grassland,2021
13768,2021-06-10,"Johnny A, Hayden H",GL-02,NA,ncos,30,11,27,Right,NA,NA,3,Symphyotrichum_subulatum,NATIVE COVER,Perennial Grassland,2021
70048,2021-06-10,"Johnny A, Hayden H",GL-02,NA,ncos,30,11,30,Left,NA,NA,3,Avena_barbata,NON-NATIVE COVER,Perennial Grassland,2021
70051,2021-06-10,"Johnny A, Hayden H",GL-02,NA,ncos,30,11,30,Left,NA,NA,2,Avena_fatua,NON-NATIVE COVER,Perennial Grassland,2021
940,2021-06-10,"Johnny A, Hayden H",GL-02,NA,ncos,30,11,30,Left,NA,NA,55,Bare Ground,BARE GROUND,Perennial Grassland,2021
70053,2021-06-10,"Johnny A, Hayden H",GL-02,NA,ncos,30,11,30,Left,NA,NA,1,Bromus_diandrus,NON-NATIVE COVER,Perennial Grassland,2021
70049,2021-06-10,"Johnny A, Hayden H",GL-02,NA,ncos,30,11,30,Left,NA,NA,2,Bromus_hordeaceus,NON-NATIVE COVER,Perennial Grassland,2021
36514,2021-06-10,"Johnny A, Hayden H",GL-02,NA,ncos,30,11,30,Left,NA,NA,1,Epilobium_brachycarpum,NATIVE COVER,Perennial Grassland,2021
36515,2021-06-10,"Johnny A, Hayden H",GL-02,NA,ncos,30,11,30,Left,NA,NA,1,Erigeron_canadensis,NATIVE COVER,Perennial Grassland,2021
70052,2021-06-10,"Johnny A, Hayden H",GL-02,NA,ncos,30,11,30,Left,NA,NA,1,Festuca_perennis,NON-NATIVE COVER,Perennial Grassland,2021
36512,2021-06-10,"Johnny A, Hayden H",GL-02,NA,ncos,30,11,30,Left,NA,NA,8,Heterotheca_grandiflora,NATIVE COVER,Perennial Grassland,2021
70047,2021-06-10,"Johnny A, Hayden H",GL-02,NA,ncos,30,11,30,Left,NA,NA,20,Melilotus_indicus,NON-NATIVE COVER,Perennial Grassland,2021
79013,2021-06-10,"Johnny A, Hayden H",GL-02,NA,ncos,30,11,30,Left,NA,NA,6,Natural Thatch,THATCH,Perennial Grassland,2021
70050,2021-06-10,"Johnny A, Hayden H",GL-02,NA,ncos,30,11,30,Left,NA,NA,1,Pseudognaphalium_luteoalbum,NON-NATIVE COVER,Perennial Grassland,2021
36513,2021-06-10,"Johnny A, Hayden H",GL-02,NA,ncos,30,11,30,Left,NA,NA,5,Stipa_pulchra,NATIVE COVER,Perennial Grassland,2021
36516,2021-06-10,"Johnny A, Hayden H",GL-02,NA,ncos,30,11,30,Left,NA,NA,1,Symphyotrichum_subulatum,NATIVE COVER,Perennial Grassland,2021
74199,2021-06-10,"Johnny A, Hayden H",GL-07,NA,ncos,30,10,0,Left,NA,NA,1,Avena_fatua,NON-NATIVE COVER,Perennial Grassland,2021
941,2021-06-10,"Johnny A, Hayden H",GL-07,NA,ncos,30,10,0,Left,NA,NA,5,Bare Ground,BARE GROUND,Perennial Grassland,2021
40632,2021-06-10,"Johnny A, Hayden H",GL-07,NA,ncos,30,10,0,Left,NA,NA,75,Distichlis_spicata,NATIVE COVER,Perennial Grassland,2021
74196,2021-06-10,"Johnny A, Hayden H",GL-07,NA,ncos,30,10,0,Left,NA,NA,2,Festuca_perennis,NON-NATIVE COVER,Perennial Grassland,2021
74200,2021-06-10,"Johnny A, Hayden H",GL-07,NA,ncos,30,10,0,Left,NA,NA,4,Hordeum_marinum,NON-NATIVE COVER,Perennial Grassland,2021
79014,2021-06-10,"Johnny A, Hayden H",GL-07,NA,ncos,30,10,0,Left,NA,NA,3,Natural Thatch,THATCH,Perennial Grassland,2021
74197,2021-06-10,"Johnny A, Hayden H",GL-07,NA,ncos,30,10,0,Left,NA,NA,1,Plantago_coronopus,NON-NATIVE COVER,Perennial Grassland,2021
74198,2021-06-10,"Johnny A, Hayden H",GL-07,NA,ncos,30,10,0,Left,NA,NA,1,Polypogon_monspeliensis,NON-NATIVE COVER,Perennial Grassland,2021
40633,2021-06-10,"Johnny A, Hayden H",GL-07,NA,ncos,30,10,0,Left,NA,NA,5,Stipa_pulchra,NATIVE COVER,Perennial Grassland,2021
942,2021-06-10,"Johnny A, Hayden H",GL-07,NA,ncos,30,10,3,Right,NA,NA,50,Bare Ground,BARE GROUND,Perennial Grassland,2021
72042,2021-06-10,"Johnny A, Hayden H",GL-07,NA,ncos,30,10,3,Right,NA,NA,1,Bromus_catharticus,NON-NATIVE COVER,Perennial Grassland,2021
72039,2021-06-10,"Johnny A, Hayden H",GL-07,NA,ncos,30,10,3,Right,NA,NA,1,Bromus_hordeaceus,NON-NATIVE COVER,Perennial Grassland,2021
38479,2021-06-10,"Johnny A, Hayden H",GL-07,NA,ncos,30,10,3,Right,NA,NA,6,Distichlis_spicata,NATIVE COVER,Perennial Grassland,2021
72037,2021-06-10,"Johnny A, Hayden H",GL-07,NA,ncos,30,10,3,Right,NA,NA,10,Festuca_perennis,NON-NATIVE COVER,Perennial Grassland,2021
72043,2021-06-10,"Johnny A, Hayden H",GL-07,NA,ncos,30,10,3,Right,NA,NA,1,Medicago_polymorpha,NON-NATIVE COVER,Perennial Grassland,2021
72041,2021-06-10,"Johnny A, Hayden H",GL-07,NA,ncos,30,10,3,Right,NA,NA,1,Melilotus_indicus,NON-NATIVE COVER,Perennial Grassland,2021
79015,2021-06-10,"Johnny A, Hayden H",GL-07,NA,ncos,30,10,3,Right,NA,NA,5,Natural Thatch,THATCH,Perennial Grassland,2021
72038,2021-06-10,"Johnny A, Hayden H",GL-07,NA,ncos,30,10,3,Right,NA,NA,12,Parapholis_incurva,NON-NATIVE COVER,Perennial Grassland,2021
72036,2021-06-10,"Johnny A, Hayden H",GL-07,NA,ncos,30,10,3,Right,NA,NA,5,Plantago_coronopus,NON-NATIVE COVER,Perennial Grassland,2021
